,dataset,model,auroc
0,example.csv,logit,0.48000000000000004
1,example.csv,logit,0.7200000000000002
2,example.csv,logit,0.52
3,GSE106977,logit,0.6296296296296297
4,GSE106977,logit,0.7481481481481481
5,GSE106977,logit,0.6444444444444444
6,GSE123845_drug_AC+T+Trastuzumab,logit,0.5185185185185186
7,GSE123845_drug_AC+T+Trastuzumab,logit,0.925925925925926
8,GSE123845_drug_AC+T+Trastuzumab,logit,0.962962962962963
9,GSE123845_drug_AC+T,logit,0.9206349206349207
10,GSE123845_drug_AC+T,logit,0.8492063492063492
11,GSE123845_drug_AC+T,logit,0.8253968253968255
12,GSE140494,logit,0.13333333333333333
13,GSE140494,logit,0.3333333333333333
14,GSE140494,logit,0.44999999999999996
15,GSE163882,logit,0.32974137931034486
16,GSE163882,logit,0.4181034482758621
17,GSE163882,logit,0.521551724137931
18,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,logit,0.6416083916083916
19,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,logit,0.6451048951048951
20,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,logit,0.49475524475524474
21,GSE164458_arm_B_carboplatin_paclitaxel,logit,0.5974025974025974
22,GSE164458_arm_B_carboplatin_paclitaxel,logit,0.6948051948051948
23,GSE164458_arm_B_carboplatin_paclitaxel,logit,0.4935064935064935
24,GSE164458_arm_C_paclitaxel,logit,0.5
25,GSE164458_arm_C_paclitaxel,logit,0.3676470588235294
26,GSE164458_arm_C_paclitaxel,logit,0.36764705882352944
27,GSE194040_Paclitaxel,logit,0.7888888888888889
28,GSE194040_Paclitaxel,logit,0.8222222222222222
29,GSE194040_Paclitaxel,logit,0.8444444444444444
30,GSE194040_Paclitaxel_ABT888_carboplatin,logit,0.7222222222222222
31,GSE194040_Paclitaxel_ABT888_carboplatin,logit,0.8518518518518519
32,GSE194040_Paclitaxel_ABT888_carboplatin,logit,0.7037037037037037
33,GSE194040_Paclitaxel_AMG386,logit,0.8392857142857142
34,GSE194040_Paclitaxel_AMG386,logit,0.39285714285714285
35,GSE194040_Paclitaxel_AMG386,logit,0.6696428571428572
36,GSE194040_Paclitaxel_AMG386_Trastuzumab,logit,0.33333333333333337
37,GSE194040_Paclitaxel_AMG386_Trastuzumab,logit,0.0
38,GSE194040_Paclitaxel_AMG386_Trastuzumab,logit,0.6666666666666667
39,GSE194040_Paclitaxel_Ganetespib,logit,0.7571428571428571
40,GSE194040_Paclitaxel_Ganetespib,logit,0.8714285714285713
41,GSE194040_Paclitaxel_Ganetespib,logit,0.6142857142857143
42,GSE194040_Paclitaxel_Ganitumab,logit,0.825
43,GSE194040_Paclitaxel_Ganitumab,logit,0.7125
44,GSE194040_Paclitaxel_Ganitumab,logit,0.7875000000000001
45,GSE194040_Paclitaxel_MK_2206,logit,0.40625
46,GSE194040_Paclitaxel_MK_2206,logit,0.1875
47,GSE194040_Paclitaxel_MK_2206,logit,0.53125
48,GSE194040_Paclitaxel_MK_2206_Trastuzumab,logit,0.75
49,GSE194040_Paclitaxel_MK_2206_Trastuzumab,logit,0.5
50,GSE194040_Paclitaxel_MK_2206_Trastuzumab,logit,1.0
51,GSE194040_Paclitaxel_Neratinib,logit,0.7666666666666666
52,GSE194040_Paclitaxel_Neratinib,logit,0.85
53,GSE194040_Paclitaxel_Neratinib,logit,0.8250000000000001
54,GSE194040_Paclitaxel_Pembrolizumab,logit,0.7708333333333333
55,GSE194040_Paclitaxel_Pembrolizumab,logit,0.75
56,GSE194040_Paclitaxel_Pembrolizumab,logit,0.9791666666666666
57,GSE194040_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.75
58,GSE194040_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.8500000000000001
59,GSE194040_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.6499999999999999
60,GSE194040_Paclitaxel_Trastuzumab,logit,0.5
61,GSE194040_Paclitaxel_Trastuzumab,logit,0.19999999999999996
62,GSE194040_Paclitaxel_Trastuzumab,logit,0.9
63,GSE194040_T_DM1_Pertuzumab,logit,0.6333333333333333
64,GSE194040_T_DM1_Pertuzumab,logit,0.6
65,GSE194040_T_DM1_Pertuzumab,logit,0.6333333333333333
66,GSE196093_Paclitaxel,logit,0.6547619047619048
67,GSE196093_Paclitaxel,logit,0.6904761904761905
68,GSE196093_Paclitaxel,logit,0.7380952380952381
69,GSE196093_Paclitaxel_ABT888_carboplatin,logit,0.6
70,GSE196093_Paclitaxel_ABT888_carboplatin,logit,0.475
71,GSE196093_Paclitaxel_ABT888_carboplatin,logit,0.6000000000000001
72,GSE196093_Paclitaxel_AMG386,logit,0.6041666666666666
73,GSE196093_Paclitaxel_AMG386,logit,0.6562500000000001
74,GSE196093_Paclitaxel_AMG386,logit,0.6666666666666667
75,GSE196093_Paclitaxel_AMG386_Trastuzumab,logit,1.0
76,GSE196093_Paclitaxel_AMG386_Trastuzumab,logit,0.6666666666666667
77,GSE196093_Paclitaxel_AMG386_Trastuzumab,logit,1.0
78,GSE196093_Paclitaxel_MK_2206,logit,0.3125
79,GSE196093_Paclitaxel_MK_2206,logit,0.46875
80,GSE196093_Paclitaxel_MK_2206,logit,0.3125
81,GSE196093_Paclitaxel_MK_2206_Trastuzumab,logit,1.0
82,GSE196093_Paclitaxel_MK_2206_Trastuzumab,logit,0.8333333333333334
83,GSE196093_Paclitaxel_MK_2206_Trastuzumab,logit,0.5
84,GSE196093_Paclitaxel_Neratinib,logit,0.8173076923076923
85,GSE196093_Paclitaxel_Neratinib,logit,0.6057692307692307
86,GSE196093_Paclitaxel_Neratinib,logit,0.4326923076923077
87,GSE196093_Paclitaxel_Pembrolizumab,logit,0.6041666666666667
88,GSE196093_Paclitaxel_Pembrolizumab,logit,0.625
89,GSE196093_Paclitaxel_Pembrolizumab,logit,0.6458333333333334
90,GSE196093_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.4
91,GSE196093_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.9
92,GSE196093_Paclitaxel_Pertuzumab_Trastuzumab,logit,0.95
93,GSE196093_Paclitaxel_Trastuzumab,logit,0.75
94,GSE196093_Paclitaxel_Trastuzumab,logit,0.25
95,GSE196093_Paclitaxel_Trastuzumab,logit,0.75
96,GSE196093_T_DM1_Pertuzumab,logit,0.875
97,GSE196093_T_DM1_Pertuzumab,logit,0.5833333333333333
98,GSE196093_T_DM1_Pertuzumab,logit,0.5
99,GSE19697,logit,0.75
100,GSE19697,logit,0.75
101,GSE19697,logit,0.75
102,GSE20194,logit,0.8202020202020202
103,GSE20194,logit,0.7151515151515151
104,GSE20194,logit,0.7393939393939394
105,GSE20271,logit,0.9381818181818182
106,GSE20271,logit,0.9454545454545455
107,GSE20271,logit,0.9563636363636364
108,GSE22093,logit,0.6326530612244898
109,GSE22093,logit,0.5306122448979591
110,GSE22093,logit,0.7040816326530612
111,GSE25055,logit,0.7540106951871658
112,GSE25055,logit,0.6470588235294118
113,GSE25055,logit,0.8163992869875223
114,GSE25065,logit,0.7420634920634921
115,GSE25065,logit,0.6626984126984127
116,GSE25065,logit,0.7341269841269842
117,GSE32603,logit,0.6025641025641026
118,GSE32603,logit,0.535897435897436
119,GSE32603,logit,0.5205128205128206
120,GSE35935,logit,0.4444444444444444
121,GSE35935,logit,0.5
122,GSE35935,logit,0.4166666666666667
123,GSE41998_Ixabepilone,logit,0.4010695187165775
124,GSE41998_Ixabepilone,logit,0.36363636363636365
125,GSE41998_Ixabepilone,logit,0.6096256684491979
126,GSE41998_Paclitaxel,logit,0.6242424242424243
127,GSE41998_Paclitaxel,logit,0.5393939393939394
128,GSE41998_Paclitaxel,logit,0.5515151515151515
129,GSE42822_FEC_TX,logit,0.6222222222222222
130,GSE42822_FEC_TX,logit,0.6000000000000001
131,GSE42822_FEC_TX,logit,0.7333333333333334
132,GSE42822_FEC_TX_H,logit,0.8333333333333334
133,GSE42822_FEC_TX_H,logit,0.5
134,GSE42822_FEC_TX_H,logit,0.5
135,GSE4779,logit,0.7115384615384615
136,GSE4779,logit,0.5
137,GSE4779,logit,0.6826923076923077
138,GSE63885,logit,0.7692307692307693
139,GSE63885,logit,0.2692307692307693
140,GSE63885,logit,0.6538461538461539
141,GSE66305_chemo_lapatinib,logit,0.39999999999999997
142,GSE66305_chemo_lapatinib,logit,0.2
143,GSE66305_chemo_lapatinib,logit,0.09999999999999998
144,GSE66305_chemo_trastuzumab,logit,0.39999999999999997
145,GSE66305_chemo_trastuzumab,logit,0.2
146,GSE66305_chemo_trastuzumab,logit,0.09999999999999998
147,GSE66305_chemo_trastuzumab_lapatinib,logit,0.39999999999999997
148,GSE66305_chemo_trastuzumab_lapatinib,logit,0.2
149,GSE66305_chemo_trastuzumab_lapatinib,logit,0.09999999999999998
150,GSE6861,logit,0.5601503759398497
151,GSE6861,logit,0.6954887218045113
152,GSE6861,logit,0.6165413533834587
153,GSE72970,logit,0.4935897435897436
154,GSE72970,logit,0.5064102564102564
155,GSE72970,logit,0.5512820512820512
156,GSE78220,logit,0.11111111111111112
157,GSE78220,logit,0.5555555555555556
158,GSE78220,logit,1.0
159,GSE87411,logit,0.9602977667493797
160,GSE87411,logit,0.9826302729528537
161,GSE87411,logit,0.9305210918114144
162,aml_dream,logit,0.6428571428571429
163,aml_dream,logit,0.6753246753246753
164,aml_dream,logit,0.6590909090909092
165,GSE166449,logit,0.33333333333333337
166,GSE166449,logit,0.6666666666666667
167,GSE166449,logit,0.16666666666666669
168,GSE39754,logit,0.5076923076923076
169,GSE39754,logit,0.4153846153846154
170,GSE39754,logit,0.4666666666666667
171,GSE68871,logit,0.6357142857142857
172,GSE68871,logit,0.7785714285714286
173,GSE68871,logit,0.6142857142857143
174,GSE9782_GPL96_Dex,logit,0.6666666666666666
175,GSE9782_GPL96_Dex,logit,0.625
176,GSE9782_GPL96_Dex,logit,0.9166666666666667
177,GSE9782_GPL96_PS341,logit,0.45674740484429066
178,GSE9782_GPL96_PS341,logit,0.5778546712802768
179,GSE9782_GPL96_PS341,logit,0.740484429065744
180,GSE9782_GPL97_Dex,logit,0.6875
181,GSE9782_GPL97_Dex,logit,0.625
182,GSE9782_GPL97_Dex,logit,0.8333333333333333
183,GSE9782_GPL97_PS341,logit,0.5605536332179931
184,GSE9782_GPL97_PS341,logit,0.5069204152249134
185,GSE9782_GPL97_PS341,logit,0.5467128027681661
