,dataset,model,auroc
0,GSE123845_drug_AC+T+Trastuzumab,stc_xgb_model,0.6296296296296295
1,GSE123845_drug_AC+T+Trastuzumab,stc_mlp,0.6481481481481481
2,GSE123845_drug_AC+T+Trastuzumab,stc_svm,0.7222222222222222
3,GSE123845_drug_AC+T+Trastuzumab,stc_knn,0.7037037037037037
4,GSE123845_drug_AC+T+Trastuzumab,stc_rf,0.7037037037037037
5,GSE123845_drug_AC+T+Trastuzumab,label_prop,0.6296296296296297
6,GSE123845_drug_AC+T+Trastuzumab,label_spread,0.5925925925925926
7,GSE123845_drug_AC+T,stc_xgb_model,0.8253968253968254
8,GSE123845_drug_AC+T,stc_mlp,0.3333333333333333
9,GSE123845_drug_AC+T,stc_svm,0.7539682539682541
10,GSE123845_drug_AC+T,stc_knn,0.7420634920634921
11,GSE123845_drug_AC+T,stc_rf,0.746031746031746
12,GSE123845_drug_AC+T,label_prop,0.6746031746031745
13,GSE123845_drug_AC+T,label_spread,0.7063492063492064
14,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,stc_xgb_model,0.513986013986014
15,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,stc_mlp,0.6206293706293706
16,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,stc_svm,0.6748251748251748
17,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,stc_knn,0.6101398601398602
18,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,stc_rf,0.5804195804195804
19,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,label_prop,0.34440559440559443
20,GSE164458_arm_A_Veliparib_carboplatin_paclitaxel,label_spread,0.3671328671328671
21,GSE164458_arm_B_carboplatin_paclitaxel,stc_xgb_model,0.48701298701298695
22,GSE164458_arm_B_carboplatin_paclitaxel,stc_mlp,0.24025974025974023
23,GSE164458_arm_B_carboplatin_paclitaxel,stc_svm,0.44155844155844154
24,GSE164458_arm_B_carboplatin_paclitaxel,stc_knn,0.43506493506493504
25,GSE164458_arm_B_carboplatin_paclitaxel,stc_rf,0.3474025974025974
26,GSE164458_arm_B_carboplatin_paclitaxel,label_prop,0.5584415584415585
27,GSE164458_arm_B_carboplatin_paclitaxel,label_spread,0.49025974025974023
28,GSE164458_arm_C_paclitaxel,stc_xgb_model,0.4338235294117647
29,GSE164458_arm_C_paclitaxel,stc_mlp,0.7426470588235294
30,GSE164458_arm_C_paclitaxel,stc_svm,0.3382352941176471
31,GSE164458_arm_C_paclitaxel,stc_knn,0.4448529411764706
32,GSE164458_arm_C_paclitaxel,stc_rf,0.5073529411764706
33,GSE164458_arm_C_paclitaxel,label_prop,0.463235294117647
34,GSE164458_arm_C_paclitaxel,label_spread,0.44852941176470595
35,GSE194040_Paclitaxel,stc_xgb_model,0.5666666666666667
36,GSE194040_Paclitaxel,stc_mlp,0.5722222222222222
37,GSE194040_Paclitaxel,stc_svm,0.75
38,GSE194040_Paclitaxel,stc_knn,0.6305555555555554
39,GSE194040_Paclitaxel,stc_rf,0.8388888888888889
40,GSE194040_Paclitaxel,label_prop,0.6388888888888888
41,GSE194040_Paclitaxel,label_spread,0.6277777777777778
42,GSE194040_Paclitaxel_ABT888_carboplatin,stc_xgb_model,0.6296296296296295
43,GSE194040_Paclitaxel_ABT888_carboplatin,stc_mlp,0.6296296296296297
44,GSE194040_Paclitaxel_ABT888_carboplatin,stc_svm,0.7777777777777778
45,GSE194040_Paclitaxel_ABT888_carboplatin,stc_knn,0.675925925925926
46,GSE194040_Paclitaxel_ABT888_carboplatin,stc_rf,0.7407407407407408
47,GSE194040_Paclitaxel_ABT888_carboplatin,label_prop,0.5740740740740742
48,GSE194040_Paclitaxel_ABT888_carboplatin,label_spread,0.3888888888888889
49,GSE194040_Paclitaxel_AMG386,stc_xgb_model,0.8303571428571428
50,GSE194040_Paclitaxel_AMG386,stc_mlp,0.5357142857142857
51,GSE194040_Paclitaxel_AMG386,stc_svm,0.7857142857142857
52,GSE194040_Paclitaxel_AMG386,stc_knn,0.5089285714285714
53,GSE194040_Paclitaxel_AMG386,stc_rf,0.7946428571428572
54,GSE194040_Paclitaxel_AMG386,label_prop,0.8392857142857143
55,GSE194040_Paclitaxel_AMG386,label_spread,0.8214285714285714
56,GSE194040_Paclitaxel_AMG386_Trastuzumab,stc_xgb_model,0.6666666666666667
57,GSE194040_Paclitaxel_AMG386_Trastuzumab,stc_mlp,0.33333333333333337
58,GSE194040_Paclitaxel_AMG386_Trastuzumab,stc_svm,0.33333333333333337
59,GSE194040_Paclitaxel_AMG386_Trastuzumab,stc_knn,0.16666666666666669
60,GSE194040_Paclitaxel_AMG386_Trastuzumab,stc_rf,1.0
61,GSE194040_Paclitaxel_AMG386_Trastuzumab,label_prop,0.6666666666666667
62,GSE194040_Paclitaxel_AMG386_Trastuzumab,label_spread,1.0
63,GSE194040_Paclitaxel_Ganetespib,stc_xgb_model,0.6571428571428571
64,GSE194040_Paclitaxel_Ganetespib,stc_mlp,0.7714285714285715
65,GSE194040_Paclitaxel_Ganetespib,stc_svm,0.9285714285714286
66,GSE194040_Paclitaxel_Ganetespib,stc_knn,0.7428571428571428
67,GSE194040_Paclitaxel_Ganetespib,stc_rf,0.6285714285714286
68,GSE194040_Paclitaxel_Ganetespib,label_prop,0.7142857142857142
69,GSE194040_Paclitaxel_Ganetespib,label_spread,0.6285714285714286
70,GSE194040_Paclitaxel_Ganitumab,stc_xgb_model,0.6625000000000001
71,GSE194040_Paclitaxel_Ganitumab,stc_mlp,0.5375
72,GSE194040_Paclitaxel_Ganitumab,stc_svm,0.7375
73,GSE194040_Paclitaxel_Ganitumab,stc_knn,0.4875
74,GSE194040_Paclitaxel_Ganitumab,stc_rf,0.6625
75,GSE194040_Paclitaxel_Ganitumab,label_prop,0.6125
76,GSE194040_Paclitaxel_Ganitumab,label_spread,0.6125
